   6.0        1.497384
  12.0        1.354355
  18.0        0.134790
  24.0       -0.369345
  30.0        0.371020
  36.0        0.951786
  42.0        0.294858
  48.0       -1.177120
  54.0       -1.681822
  60.0       -0.673077
  66.0        0.567263
  72.0        0.765206
  78.0        0.141508
  84.0       -0.025726
  90.0        0.692372
  96.0        1.203970
 102.0        0.642628
 108.0       -0.506856
 114.0       -1.172409
 120.0       -0.797885
 126.0       -0.103647
 132.0       -0.137767
 138.0       -0.549129
 144.0       -0.350348
 150.0        0.614561
 156.0        1.318877
 162.0        0.900705
 168.0       -0.009880
 174.0       -0.369443
 180.0       -0.146024
 186.0       -0.143200
 192.0       -0.699530
 198.0       -1.049961
 204.0       -0.606429
 210.0        0.219932
 216.0        0.720949
 222.0        0.677485
 228.0        0.399056
 234.0        0.433699
 240.0        0.548340
