     0    0.200000    0.300000
   0.2    0.259776    0.297559
   0.4    0.319024    0.294720
0.6000000000000001    0.377665    0.291492
   0.8    0.435621    0.287886
   1.0    0.492820    0.283913
1.2000000000000002    0.549187    0.279587
1.4000000000000001    0.604655    0.274921
   1.6    0.659156    0.269928
   1.8    0.712626    0.264622
   2.0    0.765005    0.259020
   2.2    0.816235    0.253135
2.4000000000000004    0.866260    0.246983
   2.6    0.915029    0.240578
2.8000000000000003    0.962492    0.233935
   3.0    1.008603    0.227069
   3.2    1.053320    0.219995
3.4000000000000004    1.096602    0.212725
   3.6    1.138411    0.205275
3.8000000000000003    1.178712    0.197656
   4.0    1.217474    0.189882
   4.2    1.254666    0.181964
   4.4    1.290260    0.173914
4.6000000000000005    1.324232    0.165742
4.800000000000001    1.356557    0.157459
   5.0    1.387216    0.149075
   5.2    1.416188    0.140598
   5.4    1.443455    0.132037
5.6000000000000005    1.469003    0.123400
5.800000000000001    1.492816    0.114695
   6.0    1.514881    0.105929
   6.2    1.535188    0.097107
   6.4    1.553725    0.088237
6.6000000000000005    1.570483    0.079325
6.800000000000001    1.585455    0.070376
   7.0    1.598634    0.061396
   7.2    1.610014    0.052390
   7.4    1.619590    0.043364
7.6000000000000005    1.627359    0.034322
7.800000000000001    1.633319    0.025271
   8.0    1.637468    0.016216
8.200000000000001    1.639806    0.007163
   8.4    1.640333   -0.001883
   8.6    1.639053   -0.010915
   8.8    1.635968   -0.019926
   9.0    1.631083   -0.028909
9.200000000000001    1.624405   -0.037856
   9.4    1.615941   -0.046758
9.600000000000001    1.605702   -0.055607
   9.8    1.593699   -0.064393
  10.0    1.579945   -0.073105
10.200000000000001    1.564457   -0.081732
  10.4    1.547253   -0.090261
10.600000000000001    1.528353   -0.098681
  10.8    1.507781   -0.106976
  11.0    1.485564   -0.115132
11.200000000000001    1.461729   -0.123133
  11.4    1.436311   -0.130964
11.600000000000001    1.409345   -0.138606
  11.8    1.380869   -0.146043
  12.0    1.350928   -0.153255
12.200000000000001    1.319568   -0.160225
  12.4    1.286839   -0.166931
12.600000000000001    1.252796   -0.173356
  12.8    1.217497   -0.179479
  13.0    1.181005   -0.185280
13.200000000000001    1.143386   -0.190740
  13.4    1.104710   -0.195841
13.600000000000001    1.065050   -0.200563
  13.8    1.024485   -0.204890
  14.0    0.983095   -0.208805
14.200000000000001    0.940964   -0.212291
  14.4    0.898179   -0.215337
14.600000000000001    0.854830   -0.217928
  14.8    0.811008   -0.220056
  15.0    0.766808   -0.221710
15.200000000000001    0.722324   -0.222884
  15.4    0.677654   -0.223574
15.600000000000001    0.632895   -0.223778
  15.8    0.588143   -0.223494
  16.0    0.543497   -0.222726
  16.2    0.499053   -0.221477
16.400000000000002    0.454906   -0.219753
  16.6    0.411151   -0.217564
  16.8    0.367880   -0.214919
  17.0    0.325183   -0.211830
  17.2    0.283148   -0.208312
17.400000000000002    0.241858   -0.204379
  17.6    0.201395   -0.200049
  17.8    0.161838   -0.195338
  18.0    0.123259   -0.190266
  18.2    0.085731   -0.184851
18.400000000000002    0.049318   -0.179114
  18.6    0.014084   -0.173075
  18.8   -0.019913   -0.166754
  19.0   -0.052618   -0.160172
19.200000000000003   -0.083982   -0.153349
19.400000000000002   -0.113959   -0.146305
  19.6   -0.142505   -0.139059
  19.8   -0.169583   -0.131632
  20.0   -0.195158   -0.124042
20.200000000000003   -0.219201   -0.116307
20.400000000000002   -0.241682   -0.108445
  20.6   -0.262579   -0.100472
  20.8   -0.281871   -0.092405
  21.0   -0.299542   -0.084261
21.200000000000003   -0.315576   -0.076053
21.400000000000002   -0.329964   -0.067796
  21.6   -0.342695   -0.059505
  21.8   -0.353766   -0.051192
  22.0   -0.363173   -0.042871
22.200000000000003   -0.370915   -0.034554
22.400000000000002   -0.376995   -0.026254
  22.6   -0.381417   -0.017982
  22.8   -0.384188   -0.009750
  23.0   -0.385318   -0.001570
23.200000000000003   -0.384817    0.006547
23.400000000000002   -0.382699    0.014589
  23.6   -0.378982    0.022545
  23.8   -0.373682    0.030403
  24.0   -0.366821    0.038151
24.200000000000003   -0.358422    0.045779
24.400000000000002   -0.348510    0.053273
  24.6   -0.337113    0.060622
  24.8   -0.324262    0.067813
  25.0   -0.309989    0.074833
25.200000000000003   -0.294329    0.081670
25.400000000000002   -0.277321    0.088311
  25.6   -0.259005    0.094743
  25.8   -0.239425    0.100952
  26.0   -0.218625    0.106925
26.200000000000003   -0.196655    0.112649
26.400000000000002   -0.173566    0.118111
  26.6   -0.149412    0.123297
  26.8   -0.124248    0.128194
  27.0   -0.098134    0.132792
27.200000000000003   -0.071132    0.137076
27.400000000000002   -0.043304    0.141036
  27.6   -0.014718    0.144661
  27.8    0.014559    0.147940
  28.0    0.044458    0.150865
28.200000000000003    0.074905    0.153427
28.400000000000002    0.105828    0.155620
  28.6    0.137153    0.157435
  28.8    0.168802    0.158870
  29.0    0.200700    0.159919
